"relative_path","artifact_class","model_family","feature_set","training_seed","filename","size_bytes","sha256","required_preprocessing","required_feature_order","expected_software_versions","loading_command","smoke_test_result","redistribution_status"
"feature4/xgboost-seed155921.metadata.json","required for reproducibility verification","xgboost","4","155921","xgboost-seed155921.metadata.json","3889","3e2196c536bf7020adc7c534b7e3b27145366fb11e48a7e634e4f146f9034d19","documented in file","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s","Python 3.10.5; see evidence/environment/environment_versions.json","json.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/xgboost-seed181081.joblib","required for inference","xgboost","4","181081","xgboost-seed181081.joblib","417780","ebfdea698024d9a2b3c18ed293dd4d521327095aef6808b8e2c8a6ac18579e72","StandardScaler embedded in saved Pipeline","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s","Python 3.10.5; see evidence/environment/environment_versions.json","joblib.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/xgboost-seed181081.metadata.json","required for reproducibility verification","xgboost","4","181081","xgboost-seed181081.metadata.json","3889","486d02787121de089640da30d236521e11a8f02ce36413d9c3fc31accd25bf34","documented in file","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s","Python 3.10.5; see evidence/environment/environment_versions.json","json.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/xgboost-seed206369.joblib","required for inference","xgboost","4","206369","xgboost-seed206369.joblib","417780","9eac2a1a2ef16e2699659da3e114d23b59c61f75654f8777fe50e6fe496d2061","StandardScaler embedded in saved Pipeline","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s","Python 3.10.5; see evidence/environment/environment_versions.json","joblib.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/xgboost-seed206369.metadata.json","required for reproducibility verification","xgboost","4","206369","xgboost-seed206369.metadata.json","3889","621651baaf74332dfedb7988d2e281659917b502909746e6e9b867c4188ea35b","documented in file","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s","Python 3.10.5; see evidence/environment/environment_versions.json","json.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/xgboost-seed231701.joblib","required for inference","xgboost","4","231701","xgboost-seed231701.joblib","417780","c3268df4878c2a6638ba1c497a665f6febb31f03c61a78952465c5a25e856208","StandardScaler embedded in saved Pipeline","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s","Python 3.10.5; see evidence/environment/environment_versions.json","joblib.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/xgboost-seed231701.metadata.json","required for reproducibility verification","xgboost","4","231701","xgboost-seed231701.metadata.json","3889","c13c254e1a0ff6220c3cfd041751f26c75325f4cecf0fad52c3cbbd4b52a12a7","documented in file","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s","Python 3.10.5; see evidence/environment/environment_versions.json","json.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/xgboost-seed257053.joblib","required for inference","xgboost","4","257053","xgboost-seed257053.joblib","417780","c233508bd14ba5c5efaba916478da3ffa85e5b604092e782a382ac7991ef91d6","StandardScaler embedded in saved Pipeline","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s","Python 3.10.5; see evidence/environment/environment_versions.json","joblib.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/xgboost-seed257053.metadata.json","required for reproducibility verification","xgboost","4","257053","xgboost-seed257053.metadata.json","3889","397c265edef2252acbb09f41fa7e790403f518c174496be39c39677b1d02352c","documented in file","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s","Python 3.10.5; see evidence/environment/environment_versions.json","json.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/xgboost-seed282427.joblib","required for inference","xgboost","4","282427","xgboost-seed282427.joblib","417780","b0bd481398c08bb8210fe989095a678dc47095d157a6379c609fc52797266c18","StandardScaler embedded in saved Pipeline","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s","Python 3.10.5; see evidence/environment/environment_versions.json","joblib.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/xgboost-seed282427.metadata.json","required for reproducibility verification","xgboost","4","282427","xgboost-seed282427.metadata.json","3889","acd9f4633f40e00aa0ccc7f77824a283f72f1615d625270de1d3553601bc729e","documented in file","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s","Python 3.10.5; see evidence/environment/environment_versions.json","json.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/xgboost-seed307759.joblib","required for inference","xgboost","4","307759","xgboost-seed307759.joblib","414992","2ae6f84da47b8b6bbdf896147ff808e43398c8f13291766002a9b4ae4c1e8e96","StandardScaler embedded in saved Pipeline","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s","Python 3.10.5; see evidence/environment/environment_versions.json","joblib.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/xgboost-seed307759.metadata.json","required for reproducibility verification","xgboost","4","307759","xgboost-seed307759.metadata.json","3889","ff2949cc01dd640b3265ca8ccec4ad55a50a56740ded91bc990be8280ba14add","documented in file","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s","Python 3.10.5; see evidence/environment/environment_versions.json","json.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/xgboost-seed333019.joblib","required for inference","xgboost","4","333019","xgboost-seed333019.joblib","427912","b930d9cc0cf69fd2683ff7b896b15cf05e10b6f39b6bb0879e0d7e775edb7344","StandardScaler embedded in saved Pipeline","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s","Python 3.10.5; see evidence/environment/environment_versions.json","joblib.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/xgboost-seed333019.metadata.json","required for reproducibility verification","xgboost","4","333019","xgboost-seed333019.metadata.json","3889","9122bbb3c0033ec53c4cbd8e8e4bb4e18d15022e2b5138816880a5590bb26535","documented in file","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s","Python 3.10.5; see evidence/environment/environment_versions.json","json.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature6/hybrid-seed104729.metadata.json","required for reproducibility verification","hybrid","6","104729","hybrid-seed104729.metadata.json","882","8cf35015ef6236425ddd1556eb75d24b7af6a95cc338194ccfe79771168d8566","documented in file","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s | Flow Duration | Total Length of Fwd Packets","Python 3.10.5; see evidence/environment/environment_versions.json","json.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature6/hybrid-seed130363.metadata.json","required for reproducibility verification","hybrid","6","130363","hybrid-seed130363.metadata.json","882","0486f25a2dbfc350ca2288a2f2d134c0d87fdd822aef8952df05b7c5ec158d0d","documented in file","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s | Flow Duration | Total Length of Fwd Packets","Python 3.10.5; see evidence/environment/environment_versions.json","json.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature6/hybrid-seed155921.metadata.json","required for reproducibility verification","hybrid","6","155921","hybrid-seed155921.metadata.json","882","cdfffb61dd9192f4266171f080c4afb82989392b52e0accecfa5b58cf6aa203b","documented in file","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s | Flow Duration | Total Length of Fwd Packets","Python 3.10.5; see evidence/environment/environment_versions.json","json.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature6/hybrid-seed181081.metadata.json","required for reproducibility verification","hybrid","6","181081","hybrid-seed181081.metadata.json","882","470a8ab734f9b7faaa14c9f31c9e38aa3bd6d5ec536663920ddf3e6aa31414b2","documented in file","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s | Flow Duration | Total Length of Fwd Packets","Python 3.10.5; see evidence/environment/environment_versions.json","json.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature6/hybrid-seed206369.metadata.json","required for reproducibility verification","hybrid","6","206369","hybrid-seed206369.metadata.json","882","fd8a8bd233353f1f884e09f8b06d84be68a93e01c96ee4250130ccb61d795e52","documented in file","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s | Flow Duration | Total Length of Fwd Packets","Python 3.10.5; see evidence/environment/environment_versions.json","json.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature6/hybrid-seed231701.metadata.json","required for reproducibility verification","hybrid","6","231701","hybrid-seed231701.metadata.json","882","bef0f40cfa758e96573509d7c06f57d01e2e3c697a212a40e083aab5fc960f0e","documented in file","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s | Flow Duration | Total Length of Fwd Packets","Python 3.10.5; see evidence/environment/environment_versions.json","json.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature6/hybrid-seed257053.metadata.json","required for reproducibility verification","hybrid","6","257053","hybrid-seed257053.metadata.json","882","33222e6908da6991b2a55615268c1548a005d8cbeb3bdddbcdafff6e8f26ae27","documented in file","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s | Flow Duration | Total Length of Fwd Packets","Python 3.10.5; see evidence/environment/environment_versions.json","json.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature6/hybrid-seed282427.metadata.json","required for reproducibility verification","hybrid","6","282427","hybrid-seed282427.metadata.json","882","5f474673ad517fb0b3b49a3b8856de0b8e1d1764d85244c47dd924f1adeafb07","documented in file","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s | Flow Duration | Total Length of Fwd Packets","Python 3.10.5; see evidence/environment/environment_versions.json","json.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature6/hybrid-seed307759.metadata.json","required for reproducibility verification","hybrid","6","307759","hybrid-seed307759.metadata.json","882","259252bc8b1189ee760b62f2650d9153d6711cc15c7690680397429a34fe8e53","documented in file","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s | Flow Duration | Total Length of Fwd Packets","Python 3.10.5; see evidence/environment/environment_versions.json","json.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature6/hybrid-seed333019.metadata.json","required for reproducibility verification","hybrid","6","333019","hybrid-seed333019.metadata.json","882","2cc2d6dd50fb2c4e943e33093ba1094d5985f0cf435531ee7a653a26ef10c745","documented in file","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s | Flow Duration | Total Length of Fwd Packets","Python 3.10.5; see evidence/environment/environment_versions.json","json.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature6/mlp-seed104729.joblib","required for inference","mlp","6","104729","mlp-seed104729.joblib","38715","e77752eead2ae43bc215affcdad669db39bc1fbea92116a6ede3fb4bd483eeb2","StandardScaler embedded in saved Pipeline","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s | Flow Duration | Total Length of Fwd Packets","Python 3.10.5; see evidence/environment/environment_versions.json","register __main__.keras_mlp then joblib.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature6/mlp-seed104729.metadata.json","required for reproducibility verification","mlp","6","104729","mlp-seed104729.metadata.json","2606","45e5a763624b321e8c1ed1598c3a5697911b5810444326370796234260c37245","documented in file","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s | Flow Duration | Total Length of Fwd Packets","Python 3.10.5; see evidence/environment/environment_versions.json","json.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature6/mlp-seed130363.joblib","required for inference","mlp","6","130363","mlp-seed130363.joblib","38715","b2ee55a7f15574173b44747450c1124c263f4c0b4be86710563809c842c08b76","StandardScaler embedded in saved Pipeline","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s | Flow Duration | Total Length of Fwd Packets","Python 3.10.5; see evidence/environment/environment_versions.json","register __main__.keras_mlp then joblib.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature6/mlp-seed130363.metadata.json","required for reproducibility verification","mlp","6","130363","mlp-seed130363.metadata.json","2606","1f0542e06956097aa7a9873fc3f4f2fe7922fbd2c4de1b53ca8110ee71efe8d5","documented in file","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s | Flow Duration | Total Length of Fwd Packets","Python 3.10.5; see evidence/environment/environment_versions.json","json.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature6/mlp-seed155921.joblib","required for inference","mlp","6","155921","mlp-seed155921.joblib","38715","21d40e9412867fc70978fbf5247e9f2a351ef66dd31d44b1799bda4e6e87c12e","StandardScaler embedded in saved Pipeline","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s | Flow Duration | Total Length of Fwd Packets","Python 3.10.5; see evidence/environment/environment_versions.json","register __main__.keras_mlp then joblib.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature6/mlp-seed155921.metadata.json","required for reproducibility verification","mlp","6","155921","mlp-seed155921.metadata.json","2606","ea134dc572206792571317f551ed07ba319e6cafabe7708a47fef4c6222be02e","documented in file","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s | Flow Duration | Total Length of Fwd Packets","Python 3.10.5; see evidence/environment/environment_versions.json","json.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature6/mlp-seed181081.joblib","required for inference","mlp","6","181081","mlp-seed181081.joblib","38715","af8d63ca58cb03e7a2e12c0233bb4e880159fb4d00c5bc0ddaf650d28a5b980a","StandardScaler embedded in saved Pipeline","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s | Flow Duration | Total Length of Fwd Packets","Python 3.10.5; see evidence/environment/environment_versions.json","register __main__.keras_mlp then joblib.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature6/mlp-seed181081.metadata.json","required for reproducibility verification","mlp","6","181081","mlp-seed181081.metadata.json","2606","08b53965dbf39503dfe71a9cf5a7525d139c36f9606cd370745d3b242eaffe57","documented in file","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s | Flow Duration | Total Length of Fwd Packets","Python 3.10.5; see evidence/environment/environment_versions.json","json.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature6/mlp-seed206369.joblib","required for inference","mlp","6","206369","mlp-seed206369.joblib","38715","3844721d7d9fa19d223988d2315e34e23549da667cbfcfc5577c1a2e201297ea","StandardScaler embedded in saved Pipeline","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s | Flow Duration | Total Length of Fwd Packets","Python 3.10.5; see evidence/environment/environment_versions.json","register __main__.keras_mlp then joblib.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature6/mlp-seed206369.metadata.json","required for reproducibility verification","mlp","6","206369","mlp-seed206369.metadata.json","2606","b8a193a6d09528b3544253d818594bf0b6f1aa5e8898ff39f0d5a6ebca7392be","documented in file","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s | Flow Duration | Total Length of Fwd Packets","Python 3.10.5; see evidence/environment/environment_versions.json","json.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature6/mlp-seed231701.joblib","required for inference","mlp","6","231701","mlp-seed231701.joblib","38715","eb21c885f3686df1d8567c403927e163a0218e0dce959af91e9ae5879c45f58a","StandardScaler embedded in saved Pipeline","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s | Flow Duration | Total Length of Fwd Packets","Python 3.10.5; see evidence/environment/environment_versions.json","register __main__.keras_mlp then joblib.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature6/mlp-seed231701.metadata.json","required for reproducibility verification","mlp","6","231701","mlp-seed231701.metadata.json","2606","77483f3f8f68bc34b7a92f07241c26065fcde873553924d682f42b76bf8dfe5b","documented in file","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s | Flow Duration | Total Length of Fwd Packets","Python 3.10.5; see evidence/environment/environment_versions.json","json.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature6/mlp-seed257053.joblib","required for inference","mlp","6","257053","mlp-seed257053.joblib","38715","e312882252b0e1ca3580c76c4fdba1113d2b31455694e21e507602cf8b470784","StandardScaler embedded in saved Pipeline","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s | Flow Duration | Total Length of Fwd Packets","Python 3.10.5; see evidence/environment/environment_versions.json","register __main__.keras_mlp then joblib.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature6/mlp-seed257053.metadata.json","required for reproducibility verification","mlp","6","257053","mlp-seed257053.metadata.json","2606","d1570f94bc8f0de25b7ce45a13b929cf5146cfdf56d1ecff7c0e4001562534b4","documented in file","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s | Flow Duration | Total Length of Fwd Packets","Python 3.10.5; see evidence/environment/environment_versions.json","json.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature6/mlp-seed282427.joblib","required for inference","mlp","6","282427","mlp-seed282427.joblib","38715","8108015baedf9b97fb9defa319496af213a83cd32ed368798eabf6d998762dca","StandardScaler embedded in saved Pipeline","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s | Flow Duration | Total Length of Fwd Packets","Python 3.10.5; see evidence/environment/environment_versions.json","register __main__.keras_mlp then joblib.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature6/mlp-seed282427.metadata.json","required for reproducibility verification","mlp","6","282427","mlp-seed282427.metadata.json","2606","cb55b30569ae4a2b6672741ab31cc9aa9d12d481bc9a3eb1665e547c9e1ad5b9","documented in file","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s | Flow Duration | Total Length of Fwd Packets","Python 3.10.5; see evidence/environment/environment_versions.json","json.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature6/mlp-seed307759.joblib","required for inference","mlp","6","307759","mlp-seed307759.joblib","38715","689e6f28316418dc96003d680fbbbf90ce88292d6578b82b39fb9d77977fcee6","StandardScaler embedded in saved Pipeline","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s | Flow Duration | Total Length of Fwd Packets","Python 3.10.5; see evidence/environment/environment_versions.json","register __main__.keras_mlp then joblib.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature6/mlp-seed307759.metadata.json","required for reproducibility verification","mlp","6","307759","mlp-seed307759.metadata.json","2606","d48b68d4ce89da1b944924719d68c9780be164135908bec5fac0cc9fbd8f14a6","documented in file","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s | Flow Duration | Total Length of Fwd Packets","Python 3.10.5; see evidence/environment/environment_versions.json","json.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature6/mlp-seed333019.joblib","required for inference","mlp","6","333019","mlp-seed333019.joblib","38715","9b991f0f60e1f08d047e88a180e8cc22785bc97f8a6733b518b101d9419482fc","StandardScaler embedded in saved Pipeline","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s | Flow Duration | Total Length of Fwd Packets","Python 3.10.5; see evidence/environment/environment_versions.json","register __main__.keras_mlp then joblib.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature6/mlp-seed333019.metadata.json","required for reproducibility verification","mlp","6","333019","mlp-seed333019.metadata.json","2606","50de199fdcdef0f71960d87db92422bf014fd452087c7225e89cae1575be16c1","documented in file","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s | Flow Duration | Total Length of Fwd Packets","Python 3.10.5; see evidence/environment/environment_versions.json","json.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature6/rf-seed104729.joblib","required for inference","rf","6","104729","rf-seed104729.joblib","6180511","12e995735c89d72c8a4dac7b2e5b6fb34380e3e885c1be0210abd55ee01f4072","StandardScaler embedded in saved Pipeline","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s | Flow Duration | Total Length of Fwd Packets","Python 3.10.5; see evidence/environment/environment_versions.json","joblib.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature6/rf-seed104729.metadata.json","required for reproducibility verification","rf","6","104729","rf-seed104729.metadata.json","1899","9ffbb862ee502c253683f5f0e26638a93cdbd9e81e94fdc714f8786e7abceb30","documented in file","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s | Flow Duration | Total Length of Fwd Packets","Python 3.10.5; see evidence/environment/environment_versions.json","json.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature6/rf-seed130363.joblib","required for inference","rf","6","130363","rf-seed130363.joblib","6413471","f2869ba7b32d070318473389fa1e30d288bd336afba9bf4d2cb8f0b840d4bace","StandardScaler embedded in saved Pipeline","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s | Flow Duration | Total Length of Fwd Packets","Python 3.10.5; see evidence/environment/environment_versions.json","joblib.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature6/rf-seed130363.metadata.json","required for reproducibility verification","rf","6","130363","rf-seed130363.metadata.json","1899","5622a0ace6ce6e4b6f6e6b7c08dd8d7b69e4a30c758a6c1bcba7e4381d63f223","documented in file","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s | Flow Duration | Total Length of Fwd Packets","Python 3.10.5; see evidence/environment/environment_versions.json","json.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature6/rf-seed155921.joblib","required for inference","rf","6","155921","rf-seed155921.joblib","6181951","39cef10343b3724db7502454d5f529b300b48cbb10958d56958f0f84761531bd","StandardScaler embedded in saved Pipeline","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s | Flow Duration | Total Length of Fwd Packets","Python 3.10.5; see evidence/environment/environment_versions.json","joblib.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature6/rf-seed155921.metadata.json","required for reproducibility verification","rf","6","155921","rf-seed155921.metadata.json","1899","e4dc07b3f569ed23f806b5bc792d17537c8c9b4704d99b368355d7ed7dda787f","documented in file","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s | Flow Duration | Total Length of Fwd Packets","Python 3.10.5; see evidence/environment/environment_versions.json","json.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature6/rf-seed181081.joblib","required for inference","rf","6","181081","rf-seed181081.joblib","6158431","1c9262edcf87e2fa0b993f1142c28bb21adb5e9784036be6eae7d2fcee517d07","StandardScaler embedded in saved Pipeline","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s | Flow Duration | Total Length of Fwd Packets","Python 3.10.5; see evidence/environment/environment_versions.json","joblib.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature6/rf-seed181081.metadata.json","required for reproducibility verification","rf","6","181081","rf-seed181081.metadata.json","1899","4f6b858192a793e1af7ea3ab1866fa743cfad60c1a9bdd40f7701bcf41b25c32","documented in file","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s | Flow Duration | Total Length of Fwd Packets","Python 3.10.5; see evidence/environment/environment_versions.json","json.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature6/rf-seed206369.joblib","required for inference","rf","6","206369","rf-seed206369.joblib","6093631","090ffed6b8c366a5698c3158fdf913468e56732bd22e3de4be575d7a382fd9a5","StandardScaler embedded in saved Pipeline","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s | Flow Duration | Total Length of Fwd Packets","Python 3.10.5; see evidence/environment/environment_versions.json","joblib.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature6/rf-seed206369.metadata.json","required for reproducibility verification","rf","6","206369","rf-seed206369.metadata.json","1899","c71a54b3b7dc61cbc2e91be56eeb9ba8bfbf734b5c4bf7d540b321e9bbed71ff","documented in file","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s | Flow Duration | Total Length of Fwd Packets","Python 3.10.5; see evidence/environment/environment_versions.json","json.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature6/rf-seed231701.joblib","required for inference","rf","6","231701","rf-seed231701.joblib","6187391","1d501ae906c4614a1e830de8bdefeb2e18f0e7ccdfc8c69bcf0d9821661c4325","StandardScaler embedded in saved Pipeline","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s | Flow Duration | Total Length of Fwd Packets","Python 3.10.5; see evidence/environment/environment_versions.json","joblib.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature6/rf-seed231701.metadata.json","required for reproducibility verification","rf","6","231701","rf-seed231701.metadata.json","1899","8ed91833e4ef9413bd370b6b3548d1422035e92975f4b04a65e7417596cb23d9","documented in file","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s | Flow Duration | Total Length of Fwd Packets","Python 3.10.5; see evidence/environment/environment_versions.json","json.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature6/rf-seed257053.joblib","required for inference","rf","6","257053","rf-seed257053.joblib","6132191","c028091c60079a100ca147d5fcb76a7e9571b677062d42b8e3c53fbc73fd51ba","StandardScaler embedded in saved Pipeline","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s | Flow Duration | Total Length of Fwd Packets","Python 3.10.5; see evidence/environment/environment_versions.json","joblib.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature6/rf-seed257053.metadata.json","required for reproducibility verification","rf","6","257053","rf-seed257053.metadata.json","1899","ea93d30f1e48e94e511d1fe9c91b86bb8e315dac7e84d07849b81436008b5fbc","documented in file","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s | Flow Duration | Total Length of Fwd Packets","Python 3.10.5; see evidence/environment/environment_versions.json","json.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature6/rf-seed282427.joblib","required for inference","rf","6","282427","rf-seed282427.joblib","6211711","1dc741abb38acc0325f98318800420d593361d728916058b90ece92f4da5ac8d","StandardScaler embedded in saved Pipeline","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s | Flow Duration | Total Length of Fwd Packets","Python 3.10.5; see evidence/environment/environment_versions.json","joblib.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature6/rf-seed282427.metadata.json","required for reproducibility verification","rf","6","282427","rf-seed282427.metadata.json","1899","860179f03feaad2e932134a9c8ab212a0e11e3d9bb1348313cdd3a712731808f","documented in file","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s | Flow Duration | Total Length of Fwd Packets","Python 3.10.5; see evidence/environment/environment_versions.json","json.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
